login_success,failed_attempts,session_duration,hour,device_Android,device_Linux,device_MacOS,device_Windows,device_iOS,ip_1,ip_2,ip_3,ip_4,label,predicted_label,anomaly_score,risk_score
1.0,0.0,0.052394245222246,0.6956521739130435,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.6574803149606299,0,0,0.09162826390765355,98.59
1.0,0.0,0.0545415503543053,0.6521739130434783,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.6417322834645669,0,0,0.06423263878347818,90.55
1.0,0.0,0.1072578913463603,0.0434782608695652,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0,0.9881889763779528,0,0,0.014911120821897939,76.06
1.0,0.0,0.1785484217307279,0.3913043478260869,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.0511811023622047,0,0,0.02991694330430089,80.47
1.0,0.0,0.1766158471118745,0.3478260869565217,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.6850393700787402,0,0,0.06348421044264646,90.33
1.0,0.0,0.1571827356667382,0.0,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.0590551181102362,0,0,0.009214832575523912,74.39
1.0,0.0,0.0703242430749409,0.5652173913043478,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.4173228346456692,0,0,0.09642244126928706,100.0
1.0,0.0,0.1891775821344213,0.4347826086956521,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.405511811023622,0,0,0.06006410418768143,89.32
1.0,0.0,0.0948035215804165,0.0869565217391304,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.0236220472440944,0,0,0.02844272677775994,80.03
1.0,0.0,0.1002791496671677,0.4782608695652174,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.9645669291338582,0,0,0.07155476945804706,92.7
1.0,0.0,0.0747262185956624,0.9565217391304348,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.2086614173228346,0,0,0.06300696254933441,90.19
1.0,0.0,0.1890702168778183,0.6086956521739131,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.2086614173228346,0,0,0.05186727587069151,86.91
1.0,0.0,0.1550354305346789,0.5652173913043478,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.8622047244094488,0,0,0.0779850956725765,94.58
1.0,0.0,0.1441915396177796,0.0434782608695652,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.6023622047244095,0,0,0.037423922652681796,82.67
1.0,0.0,0.1570753704101352,0.5652173913043478,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.6929133858267716,0,0,0.08061268388161352,95.36
1.0,0.0,0.1324887266480567,0.6521739130434783,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.1062992125984252,0,0,0.0716324703025773,92.72
1.0,0.0,0.1896070431608331,0.2608695652173913,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.1889763779527559,0,0,0.04792521791652993,85.76
1.0,0.0,0.0617350225467038,0.6956521739130435,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0,0.8307086614173228,0,0,0.053539810894427164,87.4
1.0,0.0,0.0645265192183809,1.0,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.2165354330708661,0,0,0.05412994530895493,87.58
1.0,0.0,0.187030277002362,1.0,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.4921259842519685,0,0,0.02279460718858095,78.37
1.0,0.0,0.1736096199269916,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.1850393700787401,0,0,0.03974217141470693,83.35
1.0,0.0,0.1686708181232553,0.6956521739130435,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.6023622047244095,0,0,0.07395398684873966,93.4
1.0,0.0,0.1418295039725144,0.3478260869565217,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.7362204724409449,0,0,0.08503745193475087,96.66
1.0,0.0,0.1163839381576122,0.6521739130434783,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.6732283464566929,0,0,0.08214650664425605,95.81
1.0,0.0,0.0197552072149452,0.6521739130434783,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.2637795275590551,0,0,0.06509868280716918,90.8
1.0,0.0,0.0441271204638179,0.0434782608695652,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.3385826771653543,0,0,0.06100743539578829,89.6
1.0,0.0,0.1746832724930212,0.5217391304347826,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.7007874015748031,0,0,0.05795463511343962,88.7
1.0,0.0,0.1630878247799012,0.0,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.2204724409448819,0,0,0.03134774568363019,80.89
1.0,0.0,0.0793429246295898,0.3478260869565217,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.4488188976377952,0,0,0.09187874859430978,98.67
1.0,0.0,0.1112304058406699,0.3043478260869565,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.5826771653543307,0,0,0.09364001403823569,99.18
1.0,0.0,0.1133777109727292,0.1739130434782608,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.8188976377952756,0,0,0.045453748513048786,85.03
1.0,0.0,0.175220098776036,0.3478260869565217,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.0118110236220472,0,0,0.03195918938176745,81.07
1.0,0.0,0.0867511273351943,0.3043478260869565,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.7795275590551181,0,0,0.06285368587210144,90.14
1.0,0.0,0.1301266910027914,0.217391304347826,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.3937007874015748,0,0,0.0834463390576975,96.19
1.0,0.0,0.0919046596521365,0.0,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.2165354330708661,0,0,0.026059609440590603,79.33
1.0,0.0,0.1876744685419798,0.9565217391304348,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.2244094488188976,0,0,0.03660203525272554,82.43
1.0,0.0,0.0118101782263259,0.217391304347826,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.1299212598425196,0,0,0.04894707227916589,86.06
1.0,0.0,0.0098776036074726,0.9565217391304348,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.5393700787401575,0,0,0.038456446844379266,82.97
1.0,0.0,0.0871805883616061,0.3913043478260869,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.8503937007874016,0,0,0.059900918272974446,89.27
1.0,0.0,0.0429461026411853,0.7826086956521738,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.0866141732283464,0,0,0.06843556155840158,91.78
1.0,0.0,0.172535967360962,0.9130434782608696,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.2952755905511811,0,0,0.044553338101324,84.76
1.0,0.0,0.1267983680480996,0.8260869565217391,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.5,0,0,0.07977331304340401,95.11
1.0,0.0,0.0536826283014816,0.4347826086956521,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.1732283464566929,0,0,0.07741537254447695,94.42
1.0,0.0,0.046703886622289,0.0434782608695652,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.405511811023622,0,0,0.038304054117906494,82.93
1.0,0.0,0.0259823920979171,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.7322834645669292,0,0,0.06007460003346343,89.32
1.0,0.0,0.0444492162336268,0.217391304347826,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0,0.4015748031496063,0,0,0.0638222658632897,90.42
1.0,0.0,0.1335623792140863,1.0,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.1417322834645669,0,0,0.04098600845810069,83.72
1.0,0.0,1.0,0.7826086956521738,False,True,False,False,False,0.0,0.100502512562814,0.8656126482213438,0.1299212598425196,1,1,-0.22263105911028613,6.29
1.0,0.0,0.0764440627013098,0.0869565217391304,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.1062992125984252,0,0,0.03410868950758178,81.7
1.0,0.0,0.0937298690143869,0.4347826086956521,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.1456692913385827,0,0,0.08161363940932237,95.65
1.0,0.0,0.8894137856989479,0.9130434782608696,True,False,False,False,False,0.0,0.100502512562814,0.0316205533596837,0.4094488188976378,1,1,-0.18181803755910309,18.27
1.0,0.0,0.075907236418295,0.6086956521739131,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.9763779527559056,0,0,0.0362075604486119,82.31
1.0,0.0,0.0392956839166845,0.5217391304347826,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.3543307086614173,0,0,0.07734092186221497,94.4
1.0,0.0,0.1534249516856345,0.7391304347826086,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.8818897637795275,0,0,0.04520396099915108,84.96
1.0,0.0,0.0775177152673395,0.0434782608695652,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.7952755905511811,0,0,0.03858316900080394,83.01
1.0,0.0,0.0310285591582563,0.3478260869565217,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.4448818897637795,0,0,0.054724081880858755,87.75
1.0,0.0,0.0257676615847111,0.7391304347826086,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.6023622047244095,0,0,0.0682722787150899,91.73
1.0,0.0,0.1230405840669959,0.217391304347826,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.3976377952755905,0,0,0.07226138808666205,92.9
1.0,0.0,0.1515997423233841,0.0,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.1023622047244094,0,0,0.010776496028738092,74.84
1.0,0.0,0.1806957268627872,0.7391304347826086,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.0826771653543307,0,0,0.045295600050082485,84.98
1.0,0.0,0.0217951470904015,0.0434782608695652,False,False,False,False,True,0.2901554404145077,0.5125628140703518,0.0,0.0,1,1,-0.1090741391107034,39.64
1.0,0.0,0.0601245436976594,0.1739130434782608,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.0393700787401574,0,0,0.05254651190485238,87.11
1.0,0.0,0.1456946532102211,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.8385826771653543,0,0,0.06128236074597565,89.68
1.0,0.0,0.0347863431393601,0.6521739130434783,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.5039370078740157,0,0,0.0733559099897092,93.22
1.0,0.0,0.1382864505046167,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0,0.7559055118110236,0,0,0.06398596653875227,90.47
1.0,0.0,0.1767232123684775,0.7826086956521738,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.9803149606299212,0,0,0.028686864983228866,80.1
1.0,0.0,0.0575477775391883,1.0,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.0196850393700787,0,0,0.03352473623351304,81.53
1.0,0.0,0.0185741893923126,0.5652173913043478,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.4921259842519685,0,0,0.06483826555162558,90.72
1.0,0.0,0.0118101782263259,0.0869565217391304,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.3543307086614173,0,0,0.051289919204208834,86.74
1.0,0.0,0.1571827356667382,0.5217391304347826,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.562992125984252,0,0,0.07284911210637235,93.08
1.0,0.0,0.0908310070861069,0.7826086956521738,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0,0.7283464566929134,0,0,0.07378690580382552,93.35
1.0,0.0,0.0904015460596951,0.9565217391304348,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.0629921259842519,0,0,0.04387351735510636,84.57
1.0,0.0,0.1771526733948894,0.2608695652173913,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.3818897637795275,0,0,0.05628233838675889,88.21
1.0,0.0,0.0075155679622074,0.9565217391304348,False,False,False,True,False,0.5803108808290156,0.0050251256281407,0.3399209486166007,0.468503937007874,1,1,-0.13542671790330651,31.9
1.0,0.0,0.1638393815761219,0.9130434782608696,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.9448818897637796,0,0,0.037571781450325636,82.71
1.0,0.0,0.1032853768520506,0.0869565217391304,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.0590551181102362,0,0,0.03830211110589893,82.93
0.0,0.6956521739130435,0.0005368262830148,0.9130434782608696,False,False,False,True,False,1.0,0.0,0.691699604743083,0.1377952755905512,1,1,-0.21480501109924877,8.59
1.0,0.0,0.5458449645694654,0.9130434782608696,False,False,False,True,False,0.0,0.100502512562814,0.9130434782608696,0.2401574803149606,1,1,-0.21693003171195602,7.96
1.0,0.0,0.0198625724715482,0.0434782608695652,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.4881889763779528,0,0,0.03840886578585989,82.96
1.0,0.0,0.1329181876744685,0.9130434782608696,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.0393700787401574,0,0,0.04406549585076114,84.62
1.0,0.0,0.1019969937728151,0.4782608695652174,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.2637795275590551,0,0,0.08951396963770558,97.97
1.0,0.0,0.169529740176079,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.6929133858267716,0,0,0.06506469000677789,90.79
1.0,0.0,0.0209362250375778,0.7391304347826086,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.7401574803149606,0,0,0.056944930382819337,88.4
1.0,0.0,0.0697874167919261,0.2608695652173913,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.9212598425196852,0,0,0.0644773739999358,90.62
1.0,0.0,0.1678118960704316,0.0434782608695652,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.9645669291338582,0,0,0.013287566924266414,75.58
1.0,0.0,0.113807171999141,0.3913043478260869,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.7440944881889764,0,0,0.06893244565632739,91.93
1.0,0.0,0.1302340562593944,0.9565217391304348,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.7598425196850394,0,0,0.052212738865564434,87.01
1.0,0.0,0.1682413570968434,0.4782608695652174,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.7598425196850394,0,0,0.055161913404430496,87.88
1.0,0.0,0.0753704101352802,0.7826086956521738,False,False,True,False,False,0.9067357512953368,1.0,0.4268774703557312,0.0,1,1,-0.10408042542444695,41.11
1.0,0.0,0.1487008803951041,1.0,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0197628458498023,0.7047244094488189,0,0,0.05869875518814782,88.92
1.0,0.0,0.0734378355164269,0.9130434782608696,False,False,False,True,False,0.9067357512953368,1.0,0.4268774703557312,0.0,1,1,-0.09615785659539366,43.43
1.0,0.0,0.1922911745759072,0.3043478260869565,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.8031496062992126,0,0,0.036045859851723594,82.27
1.0,0.0,0.1044663946746832,0.4782608695652174,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.3307086614173228,0,0,0.09346985702731747,99.13
1.0,0.0,0.1844535108438909,0.2608695652173913,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.0039370078740157,0,0,0.004719295929740408,73.06
1.0,0.0,0.131415074082027,0.4347826086956521,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.6181102362204725,0,0,0.06000758498287717,89.3
1.0,0.0,0.1718917758213442,0.9565217391304348,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.8779527559055118,0,0,0.025103469285579272,79.05
1.0,0.0,0.1225037577839811,0.0434782608695652,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0039525691699604,0.3622047244094488,0,0,0.04670929361209447,85.4
1.0,0.0,0.128516212153747,0.0434782608695652,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.1141732283464566,0,0,0.04020943892058826,83.49
1.0,0.0,0.1041442989048744,0.0869565217391304,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0316205533596837,0.3976377952755905,0,0,0.05635473477984165,88.23
1.0,0.0,0.1450504616706034,0.7826086956521738,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.8070866141732284,0,0,0.04852351121688048,85.93
1.0,0.0,0.5935151385011811,0.7391304347826086,False,False,True,False,False,0.0,0.100502512562814,0.683794466403162,0.1417322834645669,1,1,-0.20346700917437788,11.92
1.0,0.0,0.1090831007086107,0.217391304347826,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.6929133858267716,0,0,0.07882434881079403,94.83
1.0,0.0,0.0460596950826712,0.7391304347826086,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0,0.3622047244094488,0,0,0.05943956404620959,89.14
1.0,0.0,0.1065063345501395,0.6956521739130435,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.0511811023622047,0,0,0.06275163716600773,90.11
1.0,0.0,0.0540047240712905,0.1304347826086956,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.0354330708661417,0,0,0.024193060183883786,78.78
1.0,0.0,0.0498174790637749,0.4782608695652174,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.7244094488188977,0,0,0.08525612739078342,96.72
1.0,0.0,0.1470904015460596,0.4782608695652174,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.7874015748031497,0,0,0.06546661341180438,90.91
1.0,0.0,0.0270560446639467,0.3043478260869565,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.4251968503937008,0,0,0.0686493679823798,91.84
1.0,0.0,0.0519647841958342,0.3478260869565217,False,True,False,False,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.326771653543307,0,0,0.0727926109199708,93.06
1.0,0.0,0.0721494524371913,0.1739130434782608,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.5511811023622047,0,0,0.06802431841343554,91.66
1.0,0.0,0.0517500536826283,0.9130434782608696,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0395256916996047,0.6456692913385826,0,0,0.06207776564310674,89.91
1.0,0.0,0.0742967575692506,0.6521739130434783,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0,0.6732283464566929,0,0,0.08184719888926767,95.72
1.0,0.0,0.1207859136783337,0.0434782608695652,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.5078740157480315,0,0,0.05276669487924912,87.18
1.0,0.0,0.1565385441271204,0.3043478260869565,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.9330708661417324,0,0,0.06388782571359658,90.44
1.0,0.0,0.1680266265836375,0.0,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0276679841897233,0.6771653543307087,0,0,0.037549859913507455,82.71
1.0,0.0,0.0879321451578269,0.6086956521739131,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0158102766798418,0.1062992125984252,0,0,0.07640576041468555,94.12
1.0,0.0,0.1463388447498389,0.9130434782608696,True,False,False,False,False,0.9430051813471504,0.8442211055276382,0.0237154150197628,0.9448818897637796,0,0,0.03426119727433097,81.74
1.0,0.0,0.0242645479922697,0.6086956521739131,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0,0.7834645669291338,0,0,0.055617434886896855,88.01
1.0,0.0,0.0454155035430534,0.8695652173913043,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0079051383399209,0.2519685039370078,0,0,0.0704896117045472,92.38
1.0,0.0,0.0275928709469615,0.3043478260869565,False,False,True,False,False,0.9430051813471504,0.8442211055276382,0.0355731225296442,0.4291338582677165,0,0,0.06785310531402178,91.61
1.0,0.0,0.14601674898003,0.3043478260869565,False,False,False,True,False,0.9430051813471504,0.8442211055276382,0.0118577075098814,0.5236220472440944,0,0,0.0807904651688014,95.41
1.0,0.0,0.1349581275499248,0.217391304347826,False,False,False,False,True,0.9430051813471504,0.8442211055276382,0.0,0.1968503937007874,0,0,0.05221897835281475,87.02
