timestamp,user_id,ip,device_type,login_success,failed_attempts,location,session_duration,label
2025-12-01 21:38:06.290146,user_011,192.168.2.110,MacOS,1,0,UK,565,normal
2025-12-04 01:19:37.290146,user_050,192.168.8.194,Android,1,0,Australia,1299,normal
2025-12-06 16:53:29.290146,user_009,192.168.4.14,Windows,1,0,Sri Lanka,997,normal
2025-12-03 02:58:55.290146,user_010,192.168.9.211,MacOS,1,0,USA,1136,normal
2025-12-07 01:09:33.297780,user_011,66.102.0.1,MacOS,1,0,Unknown,209,anomalous
2025-11-30 17:35:38.290146,user_041,192.168.4.85,Android,1,0,India,84,normal
2025-11-30 04:24:02.290146,user_022,192.168.10.228,iOS,1,0,USA,1204,normal
2025-12-04 05:43:15.290146,user_050,192.168.9.117,Linux,1,0,India,1478,normal
2025-12-03 12:53:49.290146,user_020,192.168.7.250,MacOS,1,0,India,692,normal
2025-11-29 23:16:33.290146,user_046,192.168.1.76,iOS,1,0,UK,767,normal
2025-11-29 19:42:28.290146,user_050,192.168.1.244,MacOS,1,0,USA,1223,normal
2025-12-04 06:09:02.290146,user_008,192.168.0.227,iOS,1,0,USA,1792,normal
2025-12-03 01:10:51.290146,user_008,192.168.6.34,MacOS,1,0,UK,1517,normal
2025-12-05 12:28:42.290146,user_047,192.168.1.197,Android,1,0,Australia,338,normal
2025-12-01 10:47:29.290146,user_039,192.168.6.175,Windows,1,0,UK,1762,normal
2025-12-03 21:57:44.290146,user_020,192.168.10.81,Windows,1,0,USA,850,normal
2025-11-30 16:04:10.290146,user_032,192.168.2.147,MacOS,1,0,India,249,normal
2025-12-05 01:45:41.290146,user_045,192.168.2.9,Linux,1,0,UK,184,normal
2025-12-05 00:50:33.290146,user_008,192.168.6.152,iOS,1,0,Australia,1034,normal
2025-12-01 20:25:40.290146,user_021,192.168.8.116,Android,1,0,India,418,normal
2025-11-30 21:38:16.290146,user_037,192.168.0.98,Linux,1,0,Australia,227,normal
2025-12-04 16:58:22.290146,user_032,192.168.9.126,Android,1,0,USA,397,normal
2025-12-06 09:21:58.290146,user_011,192.168.7.40,Android,1,0,India,962,normal
2025-11-29 20:17:01.290146,user_042,192.168.6.161,Windows,1,0,Australia,921,normal
2025-12-03 13:49:06.290146,user_036,192.168.8.105,MacOS,1,0,Australia,984,normal
2025-12-05 21:18:19.290146,user_034,192.168.6.93,Linux,1,0,UK,1649,normal
2025-12-02 12:40:13.290146,user_035,192.168.0.36,Android,1,0,Sri Lanka,1111,normal
2025-12-06 16:22:47.290146,user_040,192.168.7.127,MacOS,1,0,India,127,normal
2025-12-02 21:33:01.290146,user_050,192.168.3.76,Windows,1,0,Sri Lanka,1612,normal
2025-12-04 20:45:04.290146,user_021,192.168.7.250,MacOS,1,0,UK,828,normal
2025-12-03 06:59:02.290146,user_026,192.168.3.66,Android,1,0,UK,1197,normal
2025-12-03 19:47:19.290146,user_019,192.168.1.112,MacOS,1,0,Sri Lanka,1014,normal
2025-11-30 00:34:12.290146,user_003,192.168.9.27,Android,1,0,UK,1417,normal
2025-12-02 17:16:03.290146,user_022,192.168.0.175,Linux,1,0,USA,1381,normal
2025-12-05 01:42:10.290146,user_046,192.168.0.159,Windows,1,0,Australia,1594,normal
2025-12-05 12:07:49.290146,user_020,192.168.1.215,MacOS,1,0,USA,923,normal
2025-11-30 08:56:46.290146,user_039,192.168.9.67,Android,1,0,Australia,1732,normal
2025-11-30 20:17:56.290146,user_010,192.168.7.213,MacOS,1,0,Sri Lanka,296,normal
2025-12-03 15:56:27.290146,user_017,192.168.10.128,Windows,1,0,USA,1052,normal
2025-12-02 19:52:41.290146,user_045,192.168.6.250,MacOS,1,0,Sri Lanka,1200,normal
2025-12-01 11:35:51.290146,user_004,192.168.6.246,MacOS,1,0,Australia,939,normal
2025-11-29 23:50:39.290146,user_015,192.168.4.54,Windows,1,0,UK,103,normal
2025-12-05 09:58:13.290146,user_025,192.168.10.18,iOS,1,0,USA,311,normal
2025-12-06 05:59:48.290146,user_040,192.168.10.102,Linux,1,0,USA,157,normal
2025-12-03 04:00:39.290146,user_033,192.168.9.67,MacOS,1,0,Australia,740,normal
2025-12-06 13:42:07.290146,user_022,192.168.6.75,Android,1,0,Sri Lanka,840,normal
2025-12-02 16:43:14.290146,user_004,192.168.1.205,Android,1,0,India,918,normal
2025-12-04 07:53:34.290146,user_037,192.168.9.241,MacOS,1,0,India,708,normal
2025-12-03 12:03:41.290146,user_035,192.168.7.28,Linux,1,0,USA,1084,normal
2025-12-06 10:21:53.290146,user_009,192.168.2.61,MacOS,1,0,UK,103,normal
2025-12-03 10:48:22.290146,user_013,192.168.9.152,Android,1,0,UK,1758,normal
2025-12-03 01:05:29.290146,user_028,192.168.2.54,Linux,1,0,India,375,normal
2025-12-03 15:40:28.290146,user_017,192.168.10.236,iOS,1,0,UK,1648,normal
2025-12-06 18:08:33.297780,user_010,203.0.226.157,MacOS,0,16,Unknown,12,anomalous
2025-12-05 04:08:21.290146,user_027,192.168.6.183,Android,1,0,UK,759,normal
2025-12-05 04:11:19.290146,user_028,192.168.4.164,Windows,1,0,Australia,1384,normal
2025-12-02 18:59:25.290146,user_012,192.168.5.198,Android,1,0,USA,541,normal
2025-12-05 18:12:47.290146,user_017,192.168.1.83,MacOS,1,0,Australia,995,normal
2025-12-05 01:24:18.290146,user_050,192.168.1.183,MacOS,1,0,Australia,1335,normal
2025-12-06 02:14:01.290146,user_016,192.168.4.169,iOS,1,0,Australia,1532,normal
2025-12-01 21:15:37.290146,user_035,192.168.4.54,Windows,1,0,India,250,normal
2025-11-30 11:41:11.290146,user_004,192.168.3.132,MacOS,1,0,Sri Lanka,774,normal
2025-11-30 15:31:53.290146,user_004,192.168.9.56,Windows,1,0,Sri Lanka,230,normal
2025-12-01 16:12:24.290146,user_017,192.168.1.88,Windows,1,0,UK,434,normal
2025-12-01 23:31:22.290146,user_018,192.168.7.34,iOS,1,0,India,812,normal
2025-12-03 04:52:22.290146,user_030,192.168.4.67,Linux,1,0,UK,206,normal
2025-12-04 19:27:30.290146,user_044,192.168.3.74,iOS,1,0,Sri Lanka,603,normal
2025-12-02 10:46:15.290146,user_003,192.168.0.166,iOS,1,0,India,295,normal
2025-12-05 06:37:42.290146,user_017,192.168.2.98,Windows,1,0,Sri Lanka,1655,normal
2025-12-03 04:13:16.290146,user_020,192.168.10.38,Linux,1,0,India,845,normal
2025-12-05 14:48:45.290146,user_047,192.168.10.198,MacOS,1,0,USA,857,normal
2025-12-06 08:08:36.290146,user_005,192.168.3.188,iOS,1,0,India,1326,normal
2025-12-05 18:39:15.290146,user_021,192.168.9.137,iOS,1,0,India,1203,normal
2025-11-30 21:12:46.290146,user_017,192.168.5.203,Linux,1,0,India,1781,normal
2025-12-02 06:52:25.290146,user_012,192.168.4.111,iOS,1,0,USA,901,normal
2025-11-30 16:49:04.290146,user_006,192.168.8.129,Android,1,0,Australia,430,normal
2025-12-03 03:30:41.290146,user_031,192.168.8.127,Linux,1,0,UK,1452,normal
2025-12-06 06:01:56.290146,user_011,192.168.3.101,Android,1,0,Sri Lanka,1214,normal
2025-11-30 00:37:12.290146,user_050,192.168.6.210,Android,1,0,USA,881,normal
2025-12-01 04:56:37.290146,user_049,192.168.5.37,Linux,1,0,Sri Lanka,1329,normal
2025-11-30 05:24:03.290146,user_001,192.168.0.182,MacOS,1,0,India,1156,normal
2025-12-05 18:59:02.290146,user_005,192.168.4.172,MacOS,1,0,India,726,normal
2025-12-05 00:11:01.290146,user_005,192.168.4.165,MacOS,1,0,USA,812,normal
2025-11-30 07:05:00.290146,user_012,192.168.10.253,Linux,1,0,India,632,normal
2025-12-05 10:34:26.290146,user_034,192.168.1.216,Linux,1,0,UK,914,normal
2025-12-05 06:50:28.290146,user_043,192.168.1.137,Linux,1,0,USA,289,normal
2025-12-06 00:48:37.290146,user_007,192.168.2.165,iOS,1,0,Australia,1592,normal
2025-12-01 08:10:28.290146,user_006,192.168.2.249,MacOS,1,0,UK,1047,normal
2025-12-03 01:12:32.290146,user_008,192.168.10.158,Android,1,0,Sri Lanka,1385,normal
2025-12-04 13:47:06.290146,user_017,192.168.3.203,MacOS,1,0,India,1371,normal
2025-12-05 18:50:50.290146,user_044,192.168.10.206,Linux,1,0,Australia,1356,normal
2025-11-29 22:59:44.290146,user_015,192.168.2.207,iOS,1,0,Sri Lanka,600,normal
2025-12-03 17:09:09.290146,user_034,192.168.0.93,Linux,1,0,UK,434,normal
2025-12-06 19:31:33.297780,user_047,10.20.35.138,Android,1,0,USA,8563,anomalous
2025-11-29 22:52:03.290146,user_039,192.168.8.201,Android,1,0,Australia,725,normal
2025-12-06 03:12:10.290146,user_017,192.168.0.177,Android,1,0,UK,1358,normal
2025-12-01 15:31:36.290146,user_019,192.168.5.25,MacOS,1,0,Sri Lanka,795,normal
2025-12-04 20:11:35.290146,user_033,192.168.9.4,Android,1,0,Australia,761,normal
2025-12-04 14:58:41.290146,user_010,192.168.2.232,MacOS,1,0,UK,1735,normal
2025-12-01 01:08:41.290146,user_016,192.168.0.252,MacOS,1,0,UK,1004,normal
2025-12-06 04:18:50.290146,user_020,192.168.0.165,MacOS,1,0,Sri Lanka,587,normal
2025-12-01 00:50:59.290146,user_010,192.168.10.124,Android,1,0,UK,1231,normal
2025-12-05 13:33:50.290146,user_005,192.168.0.59,Linux,1,0,Australia,380,normal
2025-12-06 01:58:37.290146,user_014,192.168.1.64,MacOS,1,0,UK,1438,normal
2025-12-02 11:22:31.290146,user_007,192.168.1.55,MacOS,1,0,Sri Lanka,643,normal
2025-12-02 04:01:03.290146,user_031,192.168.6.107,Windows,1,0,Sri Lanka,891,normal
2025-12-01 04:01:25.290146,user_041,192.168.8.109,Windows,1,0,India,923,normal
2025-12-05 07:28:40.290146,user_005,192.168.4.46,Android,1,0,UK,937,normal
2025-12-03 09:17:37.290146,user_005,192.168.0.98,Android,1,0,India,1298,normal
2025-11-29 23:51:11.290146,user_001,192.168.0.87,Android,1,0,Sri Lanka,1062,normal
2025-12-01 11:53:03.290146,user_026,192.168.8.243,Android,1,0,UK,842,normal
2025-12-04 13:03:50.290146,user_005,192.168.2.42,iOS,1,0,Sri Lanka,809,normal
2025-12-03 02:48:16.290146,user_026,192.168.2.73,Linux,1,0,Australia,1027,normal
2025-12-02 21:18:48.290146,user_046,192.168.10.232,Android,1,0,UK,1271,normal
2025-11-30 07:56:28.290146,user_035,192.168.7.12,iOS,1,0,USA,344,normal
2025-12-01 09:11:14.290146,user_050,192.168.10.163,Linux,1,0,Australia,179,normal
2025-12-03 22:41:07.290146,user_011,192.168.0.103,Android,1,0,UK,108,normal
2025-12-05 05:47:35.290146,user_045,192.168.1.36,Android,1,0,Australia,1328,normal
2025-11-29 19:11:37.290146,user_050,192.168.10.147,iOS,1,0,UK,1107,normal
2025-12-03 02:34:54.290146,user_049,192.168.9.7,Windows,1,0,UK,888,normal
2025-12-02 06:02:48.290146,user_017,192.168.10.91,Android,1,0,Australia,1788,normal
2025-12-03 00:17:10.290146,user_003,192.168.0.51,iOS,1,0,India,1189,normal
2025-11-30 08:57:21.290146,user_021,192.168.8.4,Android,1,0,India,1637,normal
2025-12-02 06:51:12.290146,user_038,192.168.1.97,Windows,1,0,UK,1518,normal
2025-12-05 09:33:36.290146,user_008,192.168.1.215,MacOS,1,0,Sri Lanka,60,normal
2025-12-07 01:34:33.297780,user_047,10.20.97.53,Windows,1,0,USA,8340,anomalous
2025-12-01 17:03:58.290146,user_048,192.168.1.207,Linux,1,0,USA,1607,normal
2025-12-01 07:01:20.290146,user_009,192.168.7.44,MacOS,1,0,India,1112,normal
2025-12-01 12:14:10.290146,user_045,192.168.2.226,iOS,1,0,Australia,1271,normal
2025-12-02 16:08:19.290146,user_029,192.168.1.136,iOS,1,0,Australia,1081,normal
2025-12-05 06:59:57.290146,user_004,192.168.8.163,Linux,1,0,Sri Lanka,239,normal
2025-12-01 15:54:18.290146,user_015,192.168.2.28,MacOS,1,0,Australia,1239,normal
2025-12-05 08:00:35.290146,user_013,192.168.2.26,Windows,1,0,UK,610,normal
2025-12-06 15:14:51.290146,user_007,192.168.7.129,Windows,1,0,Sri Lanka,329,normal
2025-12-06 19:54:33.297780,user_043,122.1.50.93,iOS,1,0,Russia,100,anomalous
2025-12-02 04:50:23.290146,user_050,192.168.3.27,Android,1,0,India,1203,normal
2025-12-03 14:14:29.290146,user_028,192.168.4.62,iOS,1,0,USA,1183,normal
2025-12-03 18:42:07.290146,user_044,192.168.7.107,Linux,1,0,USA,359,normal
2025-12-04 06:35:04.290146,user_015,192.168.4.243,Linux,1,0,UK,1780,normal
2025-11-30 00:36:50.290146,user_002,192.168.2.236,iOS,1,0,Australia,1219,normal
2025-12-03 00:22:27.290146,user_033,192.168.7.173,iOS,1,0,USA,1570,normal
2025-12-04 22:58:23.290146,user_043,192.168.2.58,iOS,1,0,India,1753,normal
2025-12-03 19:21:24.290146,user_014,192.168.9.207,iOS,1,0,USA,805,normal
2025-12-05 02:04:58.290146,user_018,192.168.5.31,iOS,1,0,UK,1440,normal
2025-12-05 23:33:27.290146,user_046,192.168.3.40,Linux,1,0,Sri Lanka,296,normal
2025-12-06 03:46:32.290146,user_004,192.168.4.143,Linux,1,0,UK,994,normal
2025-11-29 18:01:27.290146,user_029,192.168.5.183,Linux,1,0,USA,820,normal
2025-12-01 22:05:49.290146,user_014,192.168.5.116,MacOS,1,0,Australia,1128,normal
2025-12-01 10:03:20.290146,user_024,192.168.0.6,Windows,1,0,Sri Lanka,1035,normal
2025-12-02 19:29:42.290146,user_046,192.168.7.234,iOS,1,0,USA,1695,normal
2025-12-05 23:10:45.290146,user_027,192.168.1.148,Windows,1,0,USA,1757,normal
2025-11-30 12:22:24.290146,user_023,192.168.7.35,iOS,1,0,Sri Lanka,1292,normal
2025-12-05 06:27:32.290146,user_012,192.168.0.173,Windows,1,0,Sri Lanka,652,normal
2025-11-29 22:24:55.290146,user_039,192.168.4.216,MacOS,1,0,USA,1798,normal
2025-11-30 13:28:07.290146,user_002,192.168.2.201,Android,1,0,Australia,921,normal
2025-12-03 04:10:15.290146,user_003,192.168.5.174,Android,1,0,Australia,986,normal
2025-12-06 04:56:14.290146,user_002,192.168.1.82,MacOS,1,0,Sri Lanka,715,normal
2025-12-01 07:46:03.290146,user_022,192.168.2.214,Linux,1,0,Sri Lanka,1028,normal
2025-12-02 19:30:48.290146,user_043,192.168.7.104,iOS,1,0,Sri Lanka,254,normal
2025-12-05 08:26:22.290146,user_019,192.168.10.114,Linux,1,0,UK,294,normal
2025-12-03 10:33:17.290146,user_049,192.168.10.165,iOS,1,0,UK,1099,normal
2025-12-02 10:21:47.290146,user_041,192.168.5.112,Linux,1,0,India,1758,normal
2025-12-02 08:01:38.290146,user_039,192.168.8.7,Android,1,0,Australia,1510,normal
2025-12-04 20:02:30.290146,user_006,192.168.1.3,Linux,1,0,Sri Lanka,1752,normal
2025-12-04 13:41:52.290146,user_038,192.168.5.107,MacOS,1,0,USA,660,normal
2025-12-05 08:24:01.290146,user_044,192.168.10.81,Windows,1,0,USA,353,normal
2025-12-01 19:42:54.290146,user_014,192.168.1.206,Windows,1,0,India,1513,normal
2025-12-03 15:33:24.290146,user_022,192.168.5.68,Android,1,0,USA,189,normal
2025-12-04 00:51:14.290146,user_001,192.168.10.88,iOS,1,0,Sri Lanka,1087,normal
